id,label,gender,profession,ideology_binary,ideology_multiclass,tweet
41821,@user212,female,politician,left,left,"Gracias @user por apoyar a @user! Por luchar contra la especulación, la precariedad, el odio... Gracias x defender las políticas q necesita el planeta, por defender la vida y creer en el municipalismo q responde a las necesidades de la gente y no se debe a nadie más"
18591,@user106,male,politician,right,moderate_right,"@user @user @user @user @user @user @user @user @user @user @user @user Hemos ido al 19, al 28, al 25 a los talleres ... Pero sobre todo lo importante es q como partido hemos asumido el compromiso de subir las retribuciones mejorando el Especifico en, subiendo dos niveles el C de destino, añadiendo otros 30 millones de euros, OEP nueva, concursos ..."
27570,@user391,male,politician,left,moderate_left,El [POLITICAL_PARTY] ganaría los comicios pero la izquierda no tendría mayoría @user
48760,@user31,male,politician,right,moderate_right,"Creo que hoy Pablo Casado,ha hecho una gran intervención en la que ha reflejado el sentir de los españoles y la preocupación por el futuro de este país,ha planteado propuestas y lo mas importante ha pedido respeto para los fallecidos pidiendo un minuto de silencio.@user"
31151,@user39,female,politician,left,moderate_left,Quiero trasladar mi pésame a los familiares y allegados de las víctimas del terremoto en #Oaxaca deseando el rápido restablecimiento de los heridos. Nuestra solidaridad y afecto con el pueblo de #México. 🇪🇸 lista para ayudar a 🇲🇽 en este duro momento . @user @user @user
25321,@user408,male,politician,right,moderate_right,"Sánchez está acostumbrado a no cumplir las normas y a hacer lo que le viene en gana. Solo escucha lo que quiere oír, por eso tiene a Tezanos a su lado. . Si Sánchez va a #ELDEBATEenRTVE, creemos que debe cumplir las reglas que nos hemos dado y que rigen este tipo de debates."
927,@user251,female,politician,left,moderate_left,👩🏽‍🦱El 2 de diciembre @user informaba sobre la huelga de los trabajadores y trabajadoras del campo en Murcia. 🧔🏾Ayer el @user aprobamos una proposición para que se garanticen los derechos de las personas temporeras 💪💪
43253,@user324,male,politician,left,moderate_left,"❤️Una vez más, España avanza en derechos sociales cuando los [POLITICAL_PARTY] estamos en el Gobierno. ✊La ley de eutanasia no es un capricho. Es un hito de la dignidad de familias como la de Maribel Tellaetxe. Gracias a su lucha, desde hoy tenemos #LaLibertadDeElegir sin miedo."
50298,@user284,male,politician,left,left,"A propósito del Salario Mínimo Interprofesional, hace 14 años el [POLITICAL_PARTY] ya defendía que para 2016 se acercaría a los 1.000 euros. Cinco años después, estamos en 950. Memoria y a cumplir."
16703,@user464,male,journalist,right,right,"Buenos días. Hoy empiezo a recoger datos para lo que será, en principio, mi próximo libro. Que lo escriba o no dependerá de lo que encuentre. No voy a adelantar nada sobre su contenido. No suelo hablar de lo que voy a hacer, sino de lo que ya he hecho. Lo sacará Planeta."
35622,@user42,male,politician,right,moderate_right,Para el partido de hoy del @user envío todo el ánimo y la expresion de mi confianza de q van a luchar con fuerza para ganarlo. Cada partido hay q trabajarlo como si fuera el decisivo para el éxito en la Liga. Además les deseo toda la suerte del mundo. Aupa el @user! FTP
36948,@user45,male,politician,left,left,Perseguir y señalar a periodistas por su ideología NO PUEDE ser la tarea de un periódico. . Pd: para el periodismo libre es tan triste ver la persecución a M.Medem como imaginar lo que el añorado Javier Ortiz pensaría de en lo que han convertido el periódico en el que escribía.👇🏾
35727,@user351,female,journalist,left,moderate_left,"@user Sí. Lo cuentan las crónicas. Es un bello gesto de empatía y cercanía que aquí seguramente sería tachado de postureo, etc…."
15220,@user336,male,politician,right,moderate_right,"Ya, y mientras tú votas SI a un acuerdo del @user con los comunistas y los que quieren destruir España, ¿quién da la cara en el [POLITICAL_PARTY] para pedir perdón ante el mayor caso de corrupción de nuestra historia? #CasoERE"
18339,@user129,male,politician,right,moderate_right,Totalmente de acuerdo con Belén Esteban. Este mes he utilizado el aeropuerto de Madrid y no es necesario ser de ningún partido político para darse cuenta de que no hay ningún tipo de medidas. . Este Gobierno comunista no es consciente de que nos jugamos la vida y la economía.
39755,@user192,female,politician,right,moderate_right,"Las hermandades han demostrado su capacidad de cohesión social.l,refugio en estos tiempos difíciles. Hoy visitamos con @user Hdad Soberano Poder y Hdad Servita Jesús Cautivo. Gracias a @user y a su equipo por este descubrimiento patrimonio cultural y humano"
7771,@user261,male,politician,left,left,"La derecha nunca aceptará una eléctrica pública, ni la municipalización del agua, ni el trabajo de entidades de derechos humanos. No quieren que en Barcelona se haga política contra los lobbies y para la gente. Otra vez, llevan a la justicia lo que no ganaron en las urnas."
24155,@user239,female,politician,right,moderate_right,"👉🏻Acabo la jornada del sábado en el pregón de Semana Santa de Pozocañada, a cargo de la Hermandad de San Juan y con la presencia de Llanos Soria y Juan Antonio Moreno Moya. •. #️⃣ Partido…"
30653,@user429,female,politician,right,moderate_right,"Hoy se cumplen 33 años del brutal atentado de ETA contra la casa cuartel de la @user en Zaragoza. Mataron a 11 personas, entre ellas 5 niñas, e hirieron a varias decenas más. Mi recuerdo y homenaje a las víctimas y mi cariño a sus familias. Memoria, dignidad y justicia🖤"
22688,@user154,female,politician,right,moderate_right,@user @user Esto es dar la batalla cultural a la izquierda!
24751,@user220,male,politician,left,moderate_left,Estamos divididos entre los que dicen que defienden España y los que defendemos a los españoles. A los primeros les basta con llevar una bandera. A los segundos con leyes. Con sanidad pública. Con educación pública . Con ingreso mínimo vital. Con escudo social. Con leyes igualitarias
13952,@user447,male,journalist,right,moderate_right,"Como dije en Sin Complejos este finde: se repite la historia de 2004. El [POLITICAL_PARTY] resucita ahora a los golpistas (igual que resucitó a ETA en 2004), PARA poder tener un ""interlocutor"" con el que justificar las reformas confederales que EL [POLITICAL_PARTY] promueve."
30730,@user215,male,journalist,right,right,@user @user @user @user Comunismo y libertad en la misma frase.
11021,@user354,male,politician,left,left,"Casualmente, el informe coincidía en el tiempo con una reunión que tuvo Villarejo con Corina en la que se habló de cuestiones comprometedoras para la Jefatura del Estado. Cualquiera podría pensar que la motivación del informe era frenar a Villarejo para que no atacase a la Corona"
36975,@user275,female,politician,right,moderate_right,"Una de las imágenes más abyectas que he visto nunca: . Iris Varela, ministra de Prisiones del usurpador Maduro, se hace un selfie con los restos chamuscados de un camión con ayuda humanitaria. Son peor que criminales. Se ríen en la cara de los venezolanos hambrientos y enfermos."
18611,@user112,female,politician,right,moderate_right,"El señor diputado de [POLITICAL_PARTY] debería saber que el libro que lee Adolfo Suárez es “Vidas rotas”. . Una forma de recordar a José María Martín Carpena, concejal del @user asesinado por ETA hace exactamente 20 años cuando iba con su mujer y su hija. @user no olvidamos"
20497,@user299,female,politician,right,moderate_right,"La nueva web del @user, ésa q dicen ha costado nada menos que 1,6 millones de euros, es INFINITAMENTE PEOR que la anterior. . Menos información y más oculta. Eso sí, con una bonita foto de la presidenta @user en portada. ‼️1,6 millones de euros. VALE‼️"
4793,@user324,male,politician,left,moderate_left,Lo que hizo ayer @user es impropio de un partido de Estado. Ha traspasado todas las líneas rojas de la decencia. No todo vale en política. . Los [POLITICAL_PARTY] no vamos a entrar en el juego de enfangar la política.
37098,@user369,male,politician,left,moderate_left,La cooperación al desarrollo es la respuesta a un mundo injusto . Mi reconocimiento a los cooperantes por trabajar por un mundo más justo.
29884,@user275,female,politician,right,moderate_right,"El fontanero de la mutación constitucional dice que hay 8 naciones en España. Ajá. . Entonces, ¿cuántas habría en Cataluña? Si lo relevante fuera la lengua y el sentimiento identitario, al menos 2. ¿No?. La gran pregunta la hizo ⁦@user:⁩ ¿Queremos que haya España?"
10176,@user138,female,politician,left,moderate_left,Nos están matando. Y no podemos permitir que los asesinatos de mujeres se normalicen. No podemos convivir con el machismo asesino. . Apuñalan mortalmente a una mujer en Murchante (Navarra) y su agresor se da a la fuga
34224,@user148,female,politician,left,left,"[POLITICAL_PARTY] en el Congreso preguntamos al Gobierno por la muerte del joven en aislamiento en #CIE d Valencia. Hay q acabar con estas cárceles terribles para personas q no han cometido delitos, sin derechos. ⁦@user⁩ ⁦@user⁩ . ⁦@user⁩. #LosCIEsMatan"
38114,@user26,male,politician,right,moderate_right,Hay que abordar el primer problema industrial de Galicia. Alcoa es la única fábrica de aluminio primario de España y da trabajo a más de 1.500 familias. Cerrará si no buscamos una tarifa eléctrica adecuada para que algún operador la compre y sea viable
1723,@user32,male,politician,right,right,@user en Vista Alegre se alzó la bandera! @user en marcha con paso alegre y el sábado en BCN se dio testimonio de dignidad. Un honor compartir en primera línea en Cataluña con @user y @user el compromiso con la libertad y ESPAÑA 🇪🇸. “Recuperen el seny”
5788,@user331,male,politician,left,moderate_left,Atentos a cómo actúan [POLITICAL_PARTY] y [POLITICAL_PARTY] en Comisión de Presupuestos . Hoy apoyan una enmienda . -De los indepes de Puigdemont. -Que gasta 9000ME donde solo hay 7000ME. -Y añaden “De los que 1600ME se destinaran a Catalunya” olvidándose del resto de comunidades. Después darán lecciones de 🇪🇸
17779,@user383,female,politician,left,left,Vista la trayectoria de Diaz Ayuso en Madrid es hora de que la oposición en la Asamblea empiece a estudiar la viabilidad de una moción de censura. La gestión politica de la crisis es la muestra palpable de q no podemos seguir con esta Presidencia. Help!
11471,@user410,female,politician,right,moderate_right,"El 9 de marzo,el Coronel Pérez de los Cobos fue vetado por #Marlaska para ascenso a General,a pesar de ser el número 1 de su promoción.En su lugar ascendieron al 2,3y 4.Sin precedente en @user ,q ni la Ministra de Defensa respaldó a la vista del #BOE #MarlaskaDimision"
36710,@user277,male,politician,left,left,"Hoy se reúne en Ginebra el Consejo de Seguridad de la ONU sobre el Sáhara Occidental. Tras décadas de inacción, toca decirlo alto y claro: la neutralidad no es una opción en situaciones de injusticia. Si no actúa, la ONU es corresponsable de la reactivación del conflicto armado."
16962,@user10,male,journalist,right,moderate_right,Quim Torracy su familia la Lia en su pueblo llamaron por la noche a miembros de su partido y de [POLITICAL_PARTY] para evitar un acuerdo de Junts per Catalunya con el [POLITICAL_PARTY] e Independents de la Selva porque quería un pacto entre [POLITICAL_PARTY] y JxCat. El pleno ha sido pospuesto
44155,@user396,female,journalist,left,moderate_left,"Para quien esté en posición de decidir, un artículo que me gustó mucho sobre los datos que tenemos de AZ+Pfizer es este de @user. Lo escribió antes de que se publicaran los datos de Oxford, pero explica bien lo que sabemos y lo que no sabemos"
48671,@user265,male,politician,left,moderate_left,Ultimando argumentos. ⌚️ A la 10.Empiezan las comparecencias en relación al proyecto de ley de apoyo en la capacidad jurídica de las personas con discapacidad. . ⌚️ A la 13:00. Ponencia sobre el deber de transparencia en materia fiscal transfronteriza. .
25004,@user339,female,politician,left,left,"Dijo Goethe que Europa se hizo peregrinando a Compostela. La Europa de hoy, la que ha puesto a las personas en el centro de su proyecto, también se construye en el horizonte del Xacobeo 2021, un año de cultura y de reencuentros, que hoy ha dado sus primeros pasos en Santiago."
50439,@user137,female,politician,left,moderate_left,"Siempre que se nos ha puesto a prueba, los españoles y españolas hemos demostrado nuestra #resiliencia. Ahora, una vez más, superaremos los efectos de esta maldita pandemia, con #unidad , #confianza y #esperanza. #ESPAÑApuede y vaya si puede."
27447,@user34,female,politician,right,moderate_right,"Las palabras de la Sra. Ribera hacia los hosteleros son indignantes. No es que no se sientan cómodos, ministra, ¡se sienten desprotegidos por su Gobierno!. La hostelería y el turismo son un sector clave para la economía. Desde [POLITICAL_PARTY] proponemos un Plan integral para apoyarles."
27335,@user249,male,politician,left,left,¿El espionaje político se realizó durante el Gobierno del [POLITICAL_PARTY] o también durante el Gobierno del [POLITICAL_PARTY]-[POLITICAL_PARTY]?. A ver si el Gobierno actual dice algo sobre este escándalo o prefiere el silencio por razón de Estado.
14189,@user16,female,politician,left,left,"“no solo el desempleo tiene consecuencias negativas. Un empleo precario y la cronificación de una situación laboral inestable provoca efectos psicológicos como malestar, insatisfacción, infelicidad, estrés, ansiedad, irritabilidad y depresión"""
39377,@user251,female,politician,left,moderate_left,Resulta paradójico que en Catalunya los independentistas y la derecha española no hayan dudado ni un segundo en PACTAR la suspensión del derecho al voto de la ciudadanía con la excusa del #COVID19 para esconder la certeza que #vuelveilla #vuelvecataluña
37750,@user168,female,politician,left,moderate_left,"Semana intensa de trabajo @user . En la agenda de esta semana he tenido la oportunidad de defender en pleno la posición de nuestro grupo en políticas de vivienda, además de la asistencia a reuniones y Comisiones entre otras actividades. #AgendaCongresoDiputados"
38517,@user300,male,politician,right,moderate_right,A @user le sobra nivel político y calidad humana. . A @user le falta educación y dar alguna explicación sobre esos viajes en yate pagados por “amiguetes”.
2312,@user167,male,politician,left,moderate_left,El 17 de mayo sale a la venta esta obra de @user en @user. . Habla de convivencia. Va de una nueva Euskadi en Paz. . #lospuentesdemoscú
10062,@user30,female,politician,left,moderate_left,"... trabajan en sanidad luchando cada día por combatir esta pandemia global y mi padre es uno de los vigilantes que también corren el riesgo, ya que trabaja en un hospital de la isla velando por la seguridad de todos."
23438,@user157,female,politician,right,moderate_right,"Cuando tienen q hacer “dibujitos” es q ni vds. se han enterado de lo q proponen @user . Ni más plazas en CIE, ni más de 60 días para hacer efectivas las devoluciones. . “Ampliar los CIE temporalmente” es el invento de hoy. . No se preocupen, le damos otra oportunidad."
33866,@user126,male,journalist,left,left,"Que lo que ha dicho Garzón tiene toda la lógica y es un buen debate es evidente. Ahora, me chirría que se haga siempre poniendo el foco en la gente. Es decir: esto que dice Greenpeace. . (Es verdad que en esto Garzón no tiene competencias y ya hemos visto la reacción del [POLITICAL_PARTY])"
29778,@user347,male,politician,left,left,"@user Se agita otra vez el populismo y la antipolítica, arrogandose la representación, que no les corresponde, de un pueblo que es muy plural. En contra de todos a los que llaman unos pocos. Son los mismos a losque acaban de votar, o no, hace poco más de un año, unos meses o unos días."
22119,@user213,female,politician,left,moderate_left,"Porque ellos están, a nosotras nos ponen. Porque en ellos se presume la valía, la nuestra siempre es cuestionable. . El lenguaje dice más de lo que cuenta y esta frase habla mucho de poder juzgar, de poder elegir, de poder despreciar... En definitiva, habla mucho de poder."
5503,@user252,female,politician,right,moderate_right,En el Día Internacional del #CáncerInfantil quiero mandar mi apoyo a los pequeños que lo sufren y a sus familias por estar junto a ellos. También mi agradecimiento a los sanitarios. Desde la UE trabajaremos con el Plan Europeo contra el Cáncer por la salud de nuestros hijos.
30210,@user290,male,politician,left,left,...y ya van 42 personas muertas en Colombia. Esto tiene que parar ya!!! #soscolombia
20711,@user198,male,politician,left,moderate_left,Los datos de la encuesta [#POLITICAL_PARTY] de @user no dejan lugar a duda de la importancia de nuestro plan frente a las pseudociencias. Existe un alto nivel de confusión sobre la utilidad para la salud de algunas prácticas sanitarias sin evidencia científica alguna
37107,@user3,male,politician,left,left,"@user @user @user @user @user @user @user @user @user @user @user Josu, ¿sinceramente te parece que el único problema de las palabras de Munilla es de comprensión, fortuna u oportunidad?"
28798,@user86,female,politician,right,moderate_right,"Gobernar no es sinónimo de estar en el Gobierno. Mientras unos proponemos soluciones ante la situación sanitaria y económica, otros se preocupan por su sillón azul. [POLITICAL_PARTY] y Podemos están en el gobierno con el objetivo único de permanecer en él."
45146,@user126,male,journalist,left,left,Está más claro que el agua.
21652,@user270,male,politician,right,right,"Hoy, la Comisión de Interior, del @user nos hemos reunido con varias asociaciones, encabezadas por RAGCE y @user, para apoyar su petición de eliminación del copago farmacéutico del 30% a los pensionistas y beneficiarios de mutuas de funcionarios y del ISFAS."
44312,@user202,male,politician,right,moderate_right,"Cada vez que le digo al Gobierno que las medidas en apoyo al sector turístico y a nuestros autónomos son INSUFICIENTES, ellos me dicen que las necesidades de todos ellos están cubiertas. se lo he dicho yo pero también cada uno de los sectores, hoy lo vuelven a decir."
23427,@user236,female,politician,left,moderate_left,"Con la que está cayendo oírlo hablar de salvar las navidades, los puentes... es de una demagogia total. Hablemos de salvar a la gente!. No hay contradicción entre salud y economía, pero lo primero es lo primero!"
47953,@user269,male,politician,left,moderate_left,"Quiso ser “el indígena, el gánster y el policía”. Lo pensó y lo soñó, pero sobre todo es uno de nuestros más grandes actores y un orgullo de hombre común siempre del lado de los que sufren. . Felicidades a José Sacristán por el Premio Nacional de Cinematografía 2021."
9579,@user92,female,journalist,left,left,"El [POLITICAL_PARTY] recurriendo la ley de eutanasia. La manía de esta gente en meterse en la libertad de los demás. Si ustedes no van a solicitar la aplicación de la eutanasia, no lo hagan. Dejen a los demás vivir y morir dignamente en base a su criterio. Dejen de incordiar a los demás."
48459,@user388,male,politician,left,moderate_left,El Orgullo LGTBI presente en el discurso de investidura de @user El compromiso de aprobar la Ley Integral de Igualdad LGTBI y Ley de Género #SanchezSi #SesionDeInvestidura
23980,@user316,male,politician,left,moderate_left,"Amenazas a compañeros concejal@s, pintadas en sedes del @user de toda España. Campaña de destrucción en plazas y calles de monolitos que homenajean a gente que luchó por la democracia. Lo que no ganan con la democracia y la libertad, lo quieren ganar con la ira y odio. ¡Cobardes!"
29564,@user289,male,politician,left,moderate_left,"Padre Menni, ejemplar institución,. entrega su VII premio ‘Salud Mental’ a la ciudadanía de Cantabria por su comportamiento y civismo durante la pandemia, que hemos recogido el Pte del Parlamento y yo mismo."
45428,@user223,male,politician,right,moderate_right,🔴 El PSN votó con [POLITICAL_PARTY] contra el TC en una propuesta que equipara a las víctimas con los verdugos e insulta a las Fuerzas y Cuerpos de Seguridad del Estado. ¿Donde están los [POLITICAL_PARTY] con un mínimo de sentido de dignidad democrática y constitucional? . Bien @user
18353,@user333,female,politician,left,left,"Comienza a ser hora de que los ideólogos de la rancia derechona, se mentalicen de que no son juez, ni gobierno y que como cualquier ciudadano deben acatar sus decisiones. También es hora de tener un gobierno valiente que revise el concordado. #FelizFinde"
20075,@user186,female,politician,right,moderate_right,"Desde 2008, con el Gobierno del [POLITICAL_PARTY], hasta 2018 con el Gobierno del @user, es innegable la mejora en el #Empleo. Hoy alcanzamos el mejor dato de los últimos 10 años, muy cerca del que ha sido nuestro objetivo: 20 millones de personas ocupadas en 2020 😉"
480,@user175,female,politician,left,moderate_left,Unicef nos designó Ciudad amiga de la infancia y la adolescencia gracias a vosotros.
8861,@user180,male,journalist,right,moderate_right,"Gracias a los alumnos de la Facultad de Humanidades y Ciencias de la Comunicación del CEU, en el que tuve el privilegio de estudiar, por invitarme al programa Apaga y vámonos. Ha sido un honor para mí. Suerte y a luchar para cumplir vuestros sueños..."
3931,@user327,female,politician,left,left,"Sucedió un día como hoy, hace 35 años. Xabier Galdeano, una de las víctimas del GAL no reconocidas como tales."
15732,@user236,female,politician,left,moderate_left,Que está muy bien q felicitéis a la nueva alcaldesa. Pero que estamos con un cierre perimetral en todas Andalucia. Y las normas son para cumplirlas! También l@s diputad@s del [POLITICAL_PARTY]! Me parece una falta de respeto al resto de la ciudadanía!
48327,@user441,male,journalist,left,left,@user Y no es de hace 3 años. Este mismo mes de enero. Muaka!
2103,@user39,female,politician,left,moderate_left,"Hoy me he reunido con los Alcaldes y Mancomunidad del #CampoDeGibraltar, Diputación de Cádiz y Junta de Andalucía para escuchar sugerencias sobre la relación de 🇪🇸 con #Gibraltar #PostBrexit . Los intereses del Campo de Gibraltar estarán en el centro de las prioridades de 🇪🇸"
44030,@user175,female,politician,left,moderate_left,"La alcaldesa de Ube, una mujer valiente, ejemplo de igualdad, defensora del crecimiento sostenible en su ciudad e impulsora de la colaboración necesaria entre el ayuntamiento, la universidad, las empresas y la ciudadanía para afrontar el futuro."
35041,@user206,female,journalist,left,moderate_left,"Que Casado diga, 4 años después, que no estuvo de acuerdo con la gestión de Rajoy del 1-O y que no quiso ese día ejercer de portavoz, no es una muestra de gallardía, sino todo lo contrario."
33560,@user313,male,politician,left,moderate_left,"Frente a la política innovadora y adaptada a las necesidades de una sociedad del siglo XXI, que hace el [POLITICAL_PARTY], el Gobierno y el presidente Pedro Sanchez, el [POLITICAL_PARTY] antepone la vieja política del enfrentamiento, de la discordia, de sembrar la confusión, les sienta mal el bien común."
17090,@user411,male,politician,left,moderate_left,Hoy el #[POLITICAL_PARTY] presenta su nuevo carnet digital y reconoce el esfuerzo y el trabajo de compañeros y compañeras que llevan más 50 años militando en nuestra organización. Un día importante para el [POLITICAL_PARTY] 🌹. [#POLITICAL_PARTY] ❤
3652,@user354,male,politician,left,left,Debemos poner todo nuestro entusiasmo y toda nuestra fuerza en defender la causa del pueblo. Como dijera un sabio: las ideas no viven sin organización. Por eso [#POLITICAL_PARTY] y participa en la Tercera Asamblea de Podemos. Vota en
16593,@user51,male,politician,left,moderate_left,"@user @user @user @user @user @user @user @user @user En el único lugar donde te debes haber quitado la mascarilla es en el bar -de ahí la medida- y solo mientras que bebes o comes, así el riesgo de contagiar o contagiarse es menos del 1%. Y aquí no se criminaliza a nadie, se protege a todos, se da más seguridad y mejora confianza"
15466,@user348,male,journalist,right,right,"""¿Valió la pena adular sin límite ni rubor a un líder ególatra que a la primera de cambio te lamina sin pestañear?"" - Periodista Digital"
26431,@user343,female,politician,left,moderate_left,¡Por fin en casa! Mira que ha costado llegar hasta aquí.Pero ha valido la pena.Creo que podemos afirmar que ayer se puso negro sobre blanco la garantia de un sistema de pensiones sostenible y unas pensiones dignas y suficientes. Un primer paso. @user #NadieSeQuedaAtrás🌹
49285,@user5,male,politician,left,moderate_left,"""Pedro Sánchez –y su equipo de Moncloa capitaneado por Iván Redondo- están desatados en su nueva idea de vender al presidente del Gobierno como el demiurgo que traerá la salud (las vacunas y el fin de las mascarillas), el dinero (los fondos UE) y, finalmente, el amor..."""
13585,@user26,male,politician,right,moderate_right,"Los ciudadanos no nos merecemos esta descoordinación. Así se lo he planteado al presidente del Gobierno, y me ha dicho que está dispuesto a revisarlo. Espero que así sea y que en lugares y parroquias de menos de 5.000 hab. se pueda salir sin franja horaria"
34143,@user120,male,politician,left,left,"Un 8 de julio de 1978 la policía irrumpía en los Sanfermines de Iruña, cargaba contra centenares de manifestantes y asesinaba de un disparo en la frente a a Germán Rodríguez, de 27 años. . 43 años después Martín Villa permanece impune por este y otros crímenes. #GermanGogoan"
9072,@user419,female,politician,left,moderate_left,"Señorías del [POLITICAL_PARTY]: en política, y más en crisis, la ciudadanía espera de nosotros sumar y multiplicar esfuerzos. . Y no lo que están haciendo ustedes: restar y dividr. 🌹 ⁦@user⁩"
16814,@user61,female,politician,right,moderate_right,Entregando mi credencial en el @user y ahora a seguir con la fuerza de los valores que me han traído hasta aquí; la defensa de las víctimas del terrorismo de la libertad y la unidad de🇪🇸 Y a trabajar por España y por Sevilla @user @user
26404,@user333,female,politician,left,left,"AENA debe priorizar la salud y la seguridad de las personas, y no solamente la búsqueda de máximos beneficios. Deben volver los servicios de enfermería a TODOS los aeropuertos.#FelizMartes"
47346,@user390,male,politician,right,moderate_right,"El [POLITICAL_PARTY] instará al Parlamento a pedir respuesta para el hotel Oliva Beach es necesario que gobierno de la nación cumpla con la legalidad, por eso hemos preguntado al gobierno el motivo de su silencio."
2042,@user262,male,politician,right,right,"Hay que reconocerle este éxito al gobierno Sánchez: Iceta se ha puesto un chándal y se ha lanzado al levantamiento de peso. . Vale, es una medalla ajena y ligera. Pero hay que empezar poco a poco para evitar las lesiones. Y siendo del [POLITICAL_PARTY]/[POLITICAL_PARTY] es ver monedas y lanzarse."
39059,@user211,male,journalist,right,moderate_right,'Levántate OK': «Un Estado que protege a menas delincuentes y no a sus víctimas no sirve para nada»:
46724,@user249,male,politician,left,left,"Marlaska habla sobre política penitenciaria, pero:. ➡️Obvia q la mayoría d presos vascos siguen alejados y la cárcel con + presos es Puerto (1200 km). . ➡️Tras 9 años dl fin de la violencia, dice q el [POLITICAL_PARTY] hizo más traslados con ETA activa. Muy gráfico, ¿se enorgullece? . #Etxera"
26180,@user301,male,politician,right,moderate_right,La #RegióndeMurcia fue la peor tratada por el Gobierno central en el reparto del fondo extraordinario para hacer frente al #Covid19. No puede volver a serlo en el reparto de los fondos de la UE. Exigimos un trato justo para todos los murcianos y esperamos que la oposición se sume
14840,@user75,female,politician,right,moderate_right,Los del [POLITICAL_PARTY] y [POLITICAL_PARTY] NO presentan ni una enmienda para los ciudadanos de Palma. . ¿Votarán a favor de la depuradora? ¿De la rehabilitación del Castell de Bellver? ¿De la muralla y S’Hort del Rei? . ¿O nada de esto va con ellos?. @user @user @user
28820,@user388,male,politician,left,moderate_left,Empezando el día de la mejor manera..... !! VOTANDO!! #Elecciones26M
18804,@user91,male,politician,left,left,"Bdía,. La desigualdad no deja de crecer porque es un elemento estructural del modelo económico, como demuestra T. Piketty en sus libros. Cuanta más desigualdad menos confían las personas en los demás, más se aíslan y... menos activas son en política. Y de eso se trata...también."
33069,@user439,female,politician,left,left,"Hay que ver en este país el rendimiento que tiene el artículo 56.3 de la CE que establece la inviolabilidad del Rey. Para otros como el de la vivienda digna no, pero para darle utilidad a este artículo no se puede decir q Juan Carlos no se haya esforzado."
29105,@user201,female,politician,left,left,"Los sanitarios residentes en formación (MIR, EIR, FIR...) hacen huelga para defender lo que es de tod@s: una sanidad pública de calidad que cuide a quienes nos cuidan. . Hoy desde @user les apoyamos porque de ellos depende nuestro futuro. Valientes y responsables 🙌"
15906,@user365,female,politician,left,moderate_left,"#DiaMundialDelMedioAmbiente nuestra generación puede evitar el colapso ecológico, nuestros hijos y nuestros nietos tienen derecho a exigirnos mucho más esfuerzo para frenar la contaminación y el declive de la biodiversidad... 🦚🐇🌴🦅🦆🐥🐵🦁🦊🐼🦎🐢🦋🐗🐴🐠🐟🐋🦓🐘🐆🐳🐏🐖🦘🦢"
7506,@user29,male,politician,right,moderate_right,"“Comprometido con la libertad del pueblo vasco”: fundar ETA y ser parte activa de la banda más de 30 años, colaborando con los etarras que cometían atentados. Otegi, el coordinador de [POLITICAL_PARTY] y socio del [POLITICAL_PARTY] de Pedro Sánchez. Pero a ti que no se te ocurra decir que [POLITICAL_PARTY] es ETA."
29871,@user52,male,politician,right,right,"Desde @user preguntaremos al presidente de TVE, José María Pérez Tornero, qué medidas tomará para evitar que la izquierda vuelva a utilizar la cadena pública para hacer campaña política, como le exige la Junta Electoral Central. . ¡Devolveremos TVE a los españoles!"
38601,@user30,female,politician,left,moderate_left,"Nuestra sociedad, nuestra gente, ha respondido de forma extraordinaria. Con gran responsabilidad y solidaridad. Nos hemos protegido unos a otros. Nos hemos cuidado unos a otros. En los peores momentos nos hemos mantenido unidos y hemos dado lo mejor de nosotros por los demás."
28594,@user381,male,politician,left,left,"#14Abril #Republica #QuehablelaMayoria . “Paz, piedad y perdón” es el discurso pronunciado por el presidente de la Segunda República, Manuel Azaña, el 18 de julio de 1938 en el Ayuntamiento de Barcelona, a los dos años del comienzo de la Guerra Civil Española. Abro hilo 👇"
22044,@user68,male,politician,right,right,A ver si acaba contratándote @user !!. En todo caso le podemos recomendar excelentes colegas en diferentes jurisdicciones 🤣🤣
37200,@user180,male,journalist,right,moderate_right,"¿Hay algo mejor que ganar 5.000€ viendo @user? Pues hoy tienes la oportunidad con el #SantanderFootballQuiz de @user. Te bajas la app, te metes a la 01:35, aciertas 11 preguntas y ¡listo! Ya sabéis, luego no me digáis que no os lo dije."
32428,@user189,male,journalist,left,moderate_left,4-La mayoría Ursula. Este es el nombre que han dado en Italia a la mayoría parlamentaria que podría sostener un gobierno de emergencia nacional. ¿Por qué Ursula? Porque estaría formada por los partidos que votaron a Ursula von der Leyen como presidenta de la Comisión Europea.
31677,@user343,female,politician,left,moderate_left,"Los independentistas se llenan la boca de hablar de Cataluña,pero la han dejado en las peores condiciones. . En 48h se puede acabar el desencuentro que estamos viendo en el debate y que estamos viviendo en Cataluña. Reencuentro y diálogo dentro de la ley. #ImparableIlla #L6ElDebat"
44627,@user397,female,politician,right,moderate_right,"@user Solo hay espacio para unos cuantos caracteres. Ya lo sabías. Por el mitin de [POLITICAL_PARTY] y por ese deleznable llamamiento al boicot por parte de la izquierda (no solo Podemos). . Nadie, ningún partido, es dueño de ningún barrio ni de ninguna calle. Madrid es de todos y es libre."
27742,@user411,male,politician,left,moderate_left,Preparando la próxima Asamblea de la Federación Española de Municipios y Provincias en Ferraz. La victoria del @user en las municipales augura un futuro optimista para el municipalismo español🌹
